CustomerID,Age,Annual Income (k$),Spending Score (1-100),Gender
1245,50,130,51,Male
1246,55,132,76,Female
1247,30,18,62,Male
1248,48,89,85,Female
1249,64,63,37,Female
1250,53,21,6,Male
1251,62,124,71,Female
1252,41,136,26,Male
1253,69,25,8,Male
1254,32,106,73,Female
1255,46,37,91,Female
1256,25,42,4,Female
1257,22,125,21,Male
1258,46,71,31,Male
1259,64,40,21,Female
1260,21,68,25,Male
1261,29,43,15,Male
1262,62,111,35,Male
1263,19,28,49,Male
1264,44,92,43,Female
1265,48,49,41,Female
1266,68,44,37,Female
1267,68,106,57,Male
1268,53,31,42,Male
1269,53,107,47,Male
1270,43,93,92,Male
1271,60,124,61,Female
1272,44,116,14,Male
1273,22,120,68,Male
1274,37,61,53,Female
1275,28,78,84,Female
1276,27,78,34,Female
1277,57,101,76,Male
1278,55,21,97,Male
1279,23,36,24,Male
1280,25,95,20,Male
1281,40,88,69,Male
1282,64,149,30,Male
1283,43,139,88,Female
1284,63,64,7,Male
1285,60,66,36,Female
1286,29,15,38,Female
1287,43,18,80,Female
1288,30,146,52,Male
1289,57,18,15,Male
1290,35,15,46,Female
1291,42,85,23,Male
1292,50,49,12,Male
1293,64,22,93,Female
1294,57,50,44,Male
1295,60,137,15,Male
1296,29,57,93,Male
1297,61,41,49,Male
1298,53,46,21,Female
1299,65,92,15,Female
1300,21,135,14,Male
1301,22,30,42,Male
1302,54,113,80,Male
1303,25,61,15,Female
1304,59,45,63,Male
1305,66,18,68,Male
1306,45,31,27,Female
1307,48,53,87,Male
1308,26,62,93,Female
1309,68,53,53,Male
1310,46,146,52,Female
1311,31,44,63,Male
1312,57,36,73,Male
1313,58,80,53,Female
1314,39,122,57,Female
1315,28,26,52,Female
1316,40,50,43,Female
1317,18,32,7,Female
1318,63,104,42,Male
1319,54,15,4,Female
1320,38,141,69,Female
1321,43,104,5,Female
1322,63,101,75,Female
1323,53,104,92,Male
1324,40,148,80,Male
1325,18,84,41,Male
1326,68,58,94,Male
1327,57,100,4,Male
1328,32,33,2,Female
1329,38,115,67,Male
1330,64,109,21,Male
1331,26,115,70,Female
1332,70,44,43,Female
1333,26,47,82,Male
1334,27,26,69,Male
1335,69,132,9,Female
1336,70,108,84,Male
1337,43,90,28,Female
1338,58,43,26,Female
1339,52,131,82,Male
1340,69,29,83,Male
1341,42,16,3,Male
1342,43,131,73,Female
1343,28,32,100,Female
1344,55,17,95,Male
1345,19,149,49,Male
1346,24,122,17,Male
1347,35,109,63,Female
1348,44,136,55,Female
1349,51,25,23,Female
1350,44,82,34,Male
1351,34,137,69,Female
1352,60,127,15,Female
1353,61,112,47,Male
1354,68,107,3,Female
1355,41,36,83,Male
1356,42,141,28,Female
1357,24,148,3,Male
1358,69,39,4,Male
1359,23,99,88,Female
1360,70,69,31,Male
1361,41,109,45,Female
1362,50,133,59,Male
1363,66,23,45,Male
1364,46,56,75,Male
1365,60,67,37,Female
1366,39,88,65,Male
1367,43,53,9,Male
1368,45,136,17,Female
1369,67,29,65,Male
1370,38,137,3,Male
1371,66,125,26,Male
1372,24,145,53,Male
1373,34,97,31,Female
1374,37,24,26,Male
1375,58,106,23,Male
1376,66,43,30,Female
1377,37,49,10,Male
1378,39,20,72,Male
1379,45,125,89,Female
1380,57,52,64,Female
1381,66,91,22,Female
1382,24,107,15,Female
1383,18,81,56,Male
1384,49,150,74,Female
1385,30,22,20,Male
1386,47,136,47,Female
1387,40,98,87,Male
1388,68,146,53,Female
1389,36,99,53,Female
1390,49,59,1,Male
1391,47,150,2,Female
1392,46,101,58,Female
1393,66,30,19,Female
1394,62,91,62,Male
1395,46,23,78,Female
1396,47,74,72,Female
1397,33,92,12,Male
1398,57,91,26,Male
1399,36,85,27,Female
1400,35,29,29,Male
1401,18,85,15,Male
1402,31,116,46,Male
1403,68,36,1,Female
1404,64,127,60,Female
1405,67,15,92,Male
1406,19,24,57,Female
1407,45,124,3,Male
1408,66,127,18,Female
1409,67,64,52,Male
1410,47,26,60,Female
1411,55,103,34,Male
1412,68,126,96,Female
1413,21,92,93,Female
1414,18,135,89,Male
1415,25,37,60,Female
1416,46,148,26,Female
1417,56,39,72,Female
1418,20,32,19,Female
1419,49,57,22,Female
1420,27,92,93,Female
1421,27,42,33,Female
1422,36,73,38,Female
1423,63,77,35,Male
1424,51,106,67,Female
1425,50,70,83,Male
1426,40,125,10,Female
1427,45,82,91,Male
1428,49,60,15,Female
1429,67,81,11,Male
1430,24,150,90,Male
1431,46,20,24,Female
1432,25,38,77,Male
1433,18,108,96,Female
1434,20,27,4,Female
1435,41,39,13,Male
1436,40,132,73,Female
1437,25,96,57,Male
1438,64,125,98,Male
1439,54,96,37,Female
1440,20,80,48,Female
1441,68,59,71,Female
1442,50,128,1,Female
1443,45,77,60,Female
1444,64,90,12,Male
1445,25,128,21,Male
1446,51,125,11,Female
1447,52,49,44,Female
1448,49,67,58,Female
1449,41,40,44,Male
1450,31,28,78,Male
1451,49,132,98,Male
1452,63,59,34,Female
1453,60,65,25,Female
1454,33,133,4,Male
1455,21,33,64,Female
1456,69,96,90,Female
1457,54,90,16,Male
1458,38,106,10,Male
1459,31,47,66,Female
1460,48,42,35,Male
1461,65,137,83,Female
1462,35,140,6,Male
1463,24,51,19,Male
1464,27,113,59,Female
1465,24,112,53,Female
1466,50,141,8,Male
1467,40,94,78,Female
1468,38,52,10,Male
1469,36,91,67,Female
1470,65,140,38,Male
1471,36,101,29,Male
1472,53,68,15,Male
1473,46,30,87,Female
1474,35,42,23,Male
1475,19,60,82,Male
1476,18,86,46,Male
1477,64,99,83,Male
1478,22,40,28,Female
1479,37,99,26,Female
1480,28,79,10,Male
1481,59,148,47,Male
1482,19,129,4,Female
1483,20,78,55,Male
1484,40,101,66,Female
1485,29,121,67,Male
1486,37,110,7,Female
1487,22,91,55,Male
1488,54,101,80,Female
1489,55,71,31,Female
1490,47,117,74,Female
1491,26,105,19,Male
1492,51,59,28,Female
1493,70,102,81,Female
1494,61,129,28,Male
1495,52,61,19,Male
1496,69,149,87,Male
1497,39,64,20,Male
1498,61,98,13,Female
1499,41,105,77,Male
1500,34,148,43,Male
1501,27,105,11,Male
1502,47,123,48,Male
1503,63,71,15,Male
1504,40,45,17,Male
1505,49,35,54,Male
1506,34,104,50,Female
1507,67,54,28,Female
1508,68,126,83,Female
1509,34,59,4,Female
1510,31,91,22,Female
1511,26,101,86,Male
1512,57,115,39,Male
1513,19,131,34,Male
1514,62,106,97,Male
1515,42,42,44,Female
1516,56,39,42,Female
1517,26,72,40,Male
1518,39,55,97,Male
1519,60,148,12,Female
1520,63,89,2,Female
1521,21,52,28,Female
1522,43,148,74,Male
1523,46,89,86,Male
1524,62,80,81,Female
1525,51,17,90,Female
1526,40,131,67,Male
1527,54,113,71,Male
1528,28,33,72,Male
1529,23,130,84,Male
1530,35,139,76,Female
1531,38,102,99,Female
1532,59,49,81,Female
1533,53,15,92,Male
1534,58,140,10,Male
1535,55,103,86,Male
1536,51,39,57,Female
1537,34,30,97,Female
1538,54,87,86,Female
1539,42,143,37,Male
1540,55,56,77,Male
1541,29,94,91,Female
1542,40,118,64,Male
1543,70,48,79,Female
1544,59,103,86,Female
1545,39,139,94,Female
1546,38,59,40,Female
1547,44,148,98,Male
1548,48,35,60,Male
1549,23,136,98,Male
1550,44,84,48,Male
1551,57,110,99,Male
1552,51,119,19,Male
1553,29,62,72,Female
1554,62,53,33,Male
1555,70,45,44,Male
1556,24,24,92,Male
1557,27,44,37,Female
1558,62,32,89,Male
1559,34,102,36,Female
1560,43,139,81,Male
1561,38,87,88,Male
1562,45,29,21,Male
1563,63,18,2,Female
1564,19,23,31,Female
1565,60,123,97,Male
1566,18,146,30,Male
1567,68,30,76,Male
1568,70,113,44,Female
1569,53,135,12,Female
1570,68,66,51,Male
1571,43,83,49,Female
1572,46,19,24,Female
1573,38,34,24,Female
1574,28,93,60,Female
1575,57,125,11,Male
1576,28,16,13,Male
1577,53,107,91,Female
1578,66,27,72,Female
1579,56,18,74,Female
1580,57,123,72,Male
1581,52,88,64,Male
1582,51,109,20,Female
1583,64,119,72,Female
1584,41,22,73,Female
1585,39,81,71,Female
1586,22,124,78,Male
1587,50,23,28,Male
1588,53,131,2,Male
1589,64,25,43,Male
1590,37,113,8,Male
1591,36,56,13,Male
1592,52,134,85,Female
1593,69,26,92,Female
1594,60,51,35,Male
1595,34,88,23,Male
1596,62,87,46,Male
1597,60,66,15,Female
1598,51,144,2,Female
1599,26,70,61,Female
1600,43,74,76,Female
1601,19,37,64,Male
1602,70,117,52,Female
1603,26,54,36,Male
1604,26,78,67,Female
1605,57,99,69,Female
1606,34,103,67,Female
1607,18,45,47,Female
1608,42,34,83,Male
1609,60,144,2,Male
1610,57,27,44,Male
1611,59,136,64,Male
1612,42,117,81,Male
1613,56,120,78,Male
1614,52,133,28,Male
1615,20,84,91,Female
1616,67,113,54,Male
1617,54,96,74,Female
1618,61,89,67,Male
1619,61,132,36,Female
1620,68,98,63,Male
1621,47,83,25,Female
1622,55,73,86,Male
1623,51,140,48,Male
1624,29,125,39,Male
1625,36,76,47,Male
1626,54,142,94,Female
1627,61,119,21,Male
1628,66,82,30,Male
1629,34,29,92,Female
1630,27,49,31,Male
1631,66,28,26,Female
1632,64,116,22,Female
1633,29,114,21,Male
1634,33,21,1,Male
1635,41,44,37,Female
1636,36,63,77,Male
1637,25,125,85,Female
1638,48,86,46,Male
1639,38,94,9,Male
1640,34,97,17,Female
1641,40,56,47,Male
1642,54,31,85,Male
1643,33,21,95,Male
1644,23,24,59,Female
1645,25,48,54,Male
1646,42,50,86,Female
1647,35,20,12,Male
1648,42,148,64,Female
1649,29,43,6,Male
1650,32,140,53,Male
1651,43,95,16,Female
1652,58,89,90,Male
1653,62,40,5,Female
1654,43,141,73,Male
1655,64,129,46,Female
1656,49,140,14,Male
1657,27,42,44,Female
1658,33,145,63,Male
1659,24,89,94,Female
1660,34,92,52,Female
1661,40,104,26,Male
1662,43,35,53,Female
1663,38,68,29,Female
1664,39,117,19,Male
1665,24,73,47,Male
1666,31,86,8,Male
1667,32,34,23,Male
1668,70,126,35,Male
1669,24,73,95,Male
1670,26,85,53,Female
1671,68,123,99,Female
1672,65,143,96,Female
1673,25,70,58,Male
1674,67,49,5,Male
1675,40,137,16,Female
1676,46,145,17,Female
1677,35,118,32,Male
1678,48,21,96,Female
1679,47,41,52,Male
1680,69,15,20,Male
1681,56,101,66,Female
1682,52,55,84,Male
1683,35,137,82,Male
1684,59,89,1,Male
1685,56,56,58,Male
1686,34,131,93,Female
1687,31,77,93,Male
1688,48,141,83,Male
1689,41,147,44,Female
1690,52,62,6,Male
1691,61,17,50,Male
1692,62,130,72,Female
1693,51,113,88,Female
1694,20,130,20,Male
1695,54,28,14,Male
1696,60,126,5,Female
1697,57,75,41,Male
1698,43,109,40,Male
1699,40,31,34,Male
1700,61,138,80,Female
1701,56,38,45,Male
1702,32,130,71,Female
1703,66,96,80,Female
1704,21,64,71,Female
1705,46,93,27,Female
1706,39,93,78,Male
1707,42,84,78,Female
1708,30,41,44,Male
1709,35,29,33,Female
1710,50,64,33,Female
1711,33,50,44,Male
1712,62,22,20,Female
1713,59,93,36,Female
1714,61,145,7,Male
1715,19,61,32,Female
1716,52,119,67,Female
1717,59,112,39,Female
1718,51,110,93,Male
1719,47,130,24,Female
1720,30,27,86,Male
1721,30,15,70,Male
1722,35,48,88,Male
1723,49,93,87,Female
1724,49,92,54,Female
1725,52,135,38,Female
1726,56,107,74,Female
1727,63,112,80,Male
1728,69,96,75,Male
1729,46,52,32,Female
1730,66,28,45,Female
1731,46,150,61,Male
1732,70,105,70,Female
1733,61,68,88,Female
1734,33,144,97,Female
1735,61,115,53,Female
1736,64,103,51,Female
1737,27,70,76,Female
1738,47,108,56,Male
1739,42,107,27,Male
1740,56,98,38,Male
1741,37,99,62,Male
1742,22,36,18,Female
1743,18,49,64,Female
1744,47,30,77,Male
1745,66,64,30,Male
1746,20,136,49,Male
1747,62,142,41,Male
1748,31,127,13,Male
1749,47,31,34,Female
1750,67,94,100,Female
1751,21,144,94,Male
1752,35,146,25,Male
1753,54,99,66,Female
1754,42,108,100,Female
1755,65,148,18,Female
1756,18,95,5,Male
1757,70,83,19,Female
1758,63,83,42,Male
1759,32,30,18,Male
1760,26,65,32,Female
1761,32,119,21,Female
1762,66,80,10,Female
1763,41,23,37,Male
1764,21,121,49,Female
1765,29,114,86,Female
1766,54,100,13,Male
1767,54,78,55,Female
1768,60,36,17,Female
1769,23,124,9,Male
1770,56,111,88,Male
1771,63,32,44,Male
1772,41,85,78,Male
1773,28,141,46,Male
1774,30,111,8,Female
1775,51,15,37,Female
1776,42,146,19,Male
1777,24,18,63,Female
1778,69,139,92,Female
1779,21,96,46,Male
1780,25,41,94,Male
1781,37,73,71,Male
1782,46,46,26,Female
1783,70,42,46,Male
1784,68,120,46,Female
1785,62,119,75,Female
1786,63,84,14,Female
1787,27,76,85,Female
1788,60,48,63,Male
1789,51,101,72,Female
1790,43,128,3,Male
1791,58,120,28,Female
1792,66,70,29,Male
1793,20,127,87,Male
1794,23,27,18,Male
1795,22,32,35,Female
1796,22,127,77,Female
1797,64,53,76,Female
1798,40,93,47,Male
1799,66,44,5,Female
1800,26,112,75,Female
1801,52,72,59,Female
1802,37,81,75,Male
1803,66,85,59,Female
1804,59,120,47,Female
1805,52,21,95,Male
1806,67,54,95,Male
1807,35,84,13,Male
1808,34,82,78,Male
1809,41,63,89,Male
1810,20,66,33,Male
1811,49,128,97,Female
1812,52,121,62,Female
1813,55,43,79,Male
1814,30,92,16,Female
1815,64,23,44,Male
1816,42,90,58,Female
1817,26,56,6,Male
1818,21,142,89,Male
1819,31,34,15,Female
1820,54,86,4,Female
1821,51,79,56,Female
1822,28,127,64,Female
1823,58,38,68,Female
1824,20,142,94,Female
1825,45,97,34,Female
1826,46,77,91,Female
1827,26,74,95,Male
1828,20,113,56,Female
1829,42,76,32,Female
1830,51,44,9,Male
1831,29,36,63,Male
1832,59,140,72,Male
1833,26,56,78,Male
1834,32,112,33,Female
1835,57,45,87,Female
1836,42,126,21,Male
1837,22,136,55,Male
1838,28,31,76,Female
1839,51,52,57,Female
1840,41,124,2,Female
1841,32,36,13,Female
1842,55,70,4,Male
1843,25,133,84,Female
1844,22,71,50,Male
1845,65,49,48,Male
1846,43,128,78,Male
1847,35,139,30,Female
1848,23,143,29,Male
1849,54,66,8,Female
1850,65,99,12,Male
1851,30,79,41,Female
1852,45,143,26,Male
1853,22,35,50,Male
1854,30,30,2,Female
1855,34,137,55,Female
1856,67,75,56,Male
1857,57,68,14,Male
1858,62,40,6,Female
1859,49,94,95,Male
1860,46,79,81,Female
1861,68,114,89,Female
1862,20,88,61,Male
1863,57,31,96,Female
1864,51,135,12,Male
1865,57,37,13,Female
1866,44,149,19,Female
1867,30,85,44,Male
1868,62,122,89,Female
1869,50,93,95,Male
1870,23,60,59,Female
1871,41,92,37,Female
1872,36,30,25,Female
1873,33,85,16,Female
1874,57,110,38,Male
1875,45,16,43,Female
1876,50,24,87,Female
1877,65,139,14,Female
1878,58,95,6,Male
1879,30,84,89,Male
1880,60,46,23,Male
1881,62,119,60,Male
1882,42,98,12,Female
1883,70,143,13,Female
1884,59,72,100,Female
1885,53,148,98,Male
1886,44,59,6,Male
1887,55,111,63,Female
1888,24,37,38,Female
1889,22,37,50,Female
1890,60,149,52,Male
1891,62,93,40,Female
1892,68,58,8,Female
1893,48,41,61,Male
1894,40,40,8,Male
1895,59,111,97,Female
1896,27,50,34,Male
1897,49,123,79,Female
1898,60,69,100,Female
1899,70,83,60,Female
1900,47,75,57,Female
1901,56,144,99,Male
1902,48,69,46,Male
1903,35,136,22,Male
1904,53,111,87,Female
1905,19,94,40,Female
1906,31,101,45,Female
1907,30,52,55,Male
1908,46,133,51,Male
1909,29,92,86,Female
1910,56,49,5,Male
1911,19,93,95,Male
1912,49,81,13,Male
1913,30,101,28,Male
1914,63,48,84,Female
1915,44,111,97,Male
1916,66,85,80,Female
1917,58,17,62,Male
1918,34,72,93,Female
1919,57,46,87,Female
1920,48,45,24,Male
1921,51,96,98,Female
1922,41,57,7,Female
1923,62,149,38,Male
1924,52,119,37,Female
1925,65,15,68,Male
1926,23,75,98,Female
1927,36,28,42,Male
1928,47,20,86,Male
1929,24,117,5,Male
1930,27,24,64,Male
1931,58,85,50,Male
1932,49,104,87,Female
1933,51,140,15,Female
1934,45,111,95,Male
1935,32,88,73,Female
1936,47,129,53,Female
1937,54,65,25,Female
1938,46,70,89,Male
1939,39,55,85,Male
1940,21,46,9,Female
1941,37,29,38,Male
1942,49,76,22,Male
1943,53,42,87,Female
1944,67,78,49,Male
1945,21,144,68,Male
1946,44,141,93,Male
1947,34,50,15,Male
1948,29,128,65,Male
1949,39,27,54,Female
1950,34,29,30,Male
1951,27,103,93,Male
1952,18,36,20,Female
1953,39,88,33,Female
1954,43,39,100,Male
1955,35,115,86,Female
1956,67,131,77,Male
1957,31,55,7,Female
1958,64,102,8,Male
1959,46,124,28,Female
1960,29,134,45,Male
1961,53,111,73,Female
1962,52,71,89,Male
1963,69,144,80,Male
1964,29,110,74,Male
1965,24,135,11,Female
1966,46,76,31,Female
1967,28,82,12,Male
1968,50,95,95,Male
1969,23,31,78,Male
1970,64,131,51,Male
1971,32,64,44,Female
1972,49,126,96,Female
1973,68,108,50,Female
1974,28,99,17,Male
1975,40,88,35,Male
1976,43,123,1,Female
1977,51,32,29,Female
1978,63,56,51,Female
1979,51,115,64,Female
1980,46,59,4,Male
1981,21,96,87,Male
1982,34,31,28,Male
1983,52,87,16,Female
1984,30,28,63,Male
1985,58,146,76,Female
1986,56,96,53,Female
1987,32,134,85,Female
1988,46,134,17,Female
1989,46,61,40,Female
1990,28,121,13,Male
1991,69,122,52,Male
1992,49,23,58,Male
1993,19,93,96,Female
1994,64,29,37,Male
1995,31,33,79,Female
1996,37,104,76,Male
1997,39,40,61,Female
1998,28,106,79,Female
1999,44,96,34,Male
2000,20,145,70,Female
2001,34,56,17,Male
2002,61,33,20,Male
2003,45,31,73,Male
2004,46,90,59,Female
2005,38,77,69,Female
2006,64,145,87,Female
2007,33,121,33,Female
2008,54,63,78,Male
2009,37,69,17,Female
2010,23,113,57,Male
2011,36,66,83,Male
2012,22,114,97,Female
2013,20,131,1,Female
2014,18,132,13,Male
2015,55,21,27,Female
2016,32,60,70,Male
2017,51,60,59,Female
2018,52,114,6,Female
2019,66,68,97,Male
2020,42,76,94,Male
2021,41,143,99,Male
2022,29,63,23,Female
2023,35,39,10,Female
2024,32,24,51,Female
2025,61,132,19,Male
2026,33,106,51,Male
2027,44,148,92,Female
2028,25,94,87,Male
2029,63,85,68,Female
2030,42,92,84,Male
2031,34,57,83,Female
2032,46,104,42,Female
2033,70,92,91,Female
2034,25,40,57,Male
2035,32,135,98,Male
2036,44,59,68,Female
2037,63,77,38,Female
2038,67,82,62,Female
2039,69,16,7,Female
2040,24,122,71,Female
2041,20,44,50,Female
2042,46,63,52,Male
2043,61,58,26,Male
2044,70,27,26,Male
2045,41,92,19,Male
2046,20,140,9,Female
2047,37,112,61,Female
2048,63,40,20,Female
2049,32,62,50,Male
2050,42,80,80,Male
2051,47,101,81,Female
2052,31,93,22,Male
2053,24,37,13,Male
2054,34,95,12,Female
2055,61,62,10,Female
2056,37,138,65,Female
2057,53,144,96,Male
2058,26,98,30,Female
2059,55,34,8,Female
2060,65,60,21,Female
2061,39,145,22,Male
2062,70,26,18,Male
2063,70,54,66,Female
2064,19,80,48,Female
2065,41,114,44,Male
2066,25,92,9,Male
2067,28,30,67,Female
2068,30,97,54,Male
2069,34,58,26,Female
2070,25,148,85,Female
2071,38,114,94,Male
2072,35,36,92,Female
2073,47,32,100,Female
2074,35,26,26,Male
2075,63,137,34,Female
2076,64,131,8,Male
2077,48,65,10,Female
2078,55,85,48,Female
2079,49,62,55,Male
2080,28,33,54,Male
2081,62,20,78,Male
2082,42,98,40,Male
2083,50,67,15,Male
2084,55,121,81,Male
2085,58,115,18,Female
2086,25,62,96,Male
2087,28,149,23,Female
2088,39,83,62,Male
2089,68,25,46,Female
2090,41,145,87,Female
2091,58,136,99,Male
2092,34,83,39,Female
2093,29,37,15,Female
2094,63,51,53,Female
2095,49,23,88,Male
2096,32,29,64,Male
2097,33,145,63,Female
2098,39,107,92,Male
2099,45,31,80,Male
2100,37,86,16,Female
2101,50,135,70,Female
2102,27,25,66,Male
2103,57,86,13,Male
2104,49,120,47,Male
2105,67,139,9,Female
2106,50,49,63,Male
2107,19,133,34,Male
2108,50,28,81,Male
2109,50,28,91,Female
2110,58,24,29,Female
2111,30,52,37,Female
2112,47,122,43,Male
2113,50,133,86,Male
2114,30,48,64,Female
2115,69,24,24,Male
2116,43,136,71,Male
2117,39,129,34,Male
2118,56,15,48,Female
2119,19,26,12,Male
2120,55,117,23,Male
2121,56,18,79,Female
2122,43,112,97,Male
2123,63,120,13,Female
2124,67,99,87,Male
2125,32,135,96,Female
2126,51,146,45,Female
2127,59,96,99,Male
2128,61,33,65,Male
2129,66,144,47,Female
2130,57,26,58,Male
2131,28,95,5,Female
2132,20,88,77,Male
2133,23,112,5,Male
2134,26,20,60,Male
2135,23,150,96,Male
2136,26,139,21,Female
2137,56,65,24,Female
2138,48,25,18,Male
2139,49,141,21,Male
2140,58,87,54,Male
2141,67,16,10,Male
2142,29,22,24,Male
2143,25,138,85,Female
2144,25,67,89,Female
2145,67,24,60,Male
2146,45,126,57,Female
2147,37,22,23,Female
2148,64,50,22,Male
2149,24,120,68,Female
2150,28,28,34,Female
2151,37,100,70,Female
2152,33,64,28,Female
2153,21,34,95,Male
2154,23,101,99,Female
2155,39,149,39,Female
2156,43,143,42,Female
2157,20,52,23,Male
2158,58,58,70,Female
2159,59,100,80,Female
2160,31,58,2,Female
2161,28,88,24,Male
2162,35,133,17,Male
2163,29,136,65,Male
2164,40,148,70,Male
2165,29,65,69,Male
2166,30,52,60,Female
2167,42,65,50,Male
2168,62,24,93,Female
2169,68,134,12,Male
2170,36,84,47,Male
2171,63,99,67,Male
2172,53,71,65,Female
2173,62,140,27,Female
2174,25,53,48,Female
2175,46,47,88,Male
2176,70,32,62,Male
2177,49,71,44,Male
2178,68,110,19,Male
2179,61,62,59,Male
2180,35,56,8,Male
2181,23,41,55,Female
2182,35,88,47,Female
2183,36,124,2,Male
2184,39,46,94,Female
2185,54,40,94,Female
2186,49,39,39,Female
2187,58,89,45,Male
2188,20,37,32,Male
2189,45,71,65,Male
2190,27,140,38,Male
2191,68,101,77,Female
2192,52,45,11,Male
2193,46,78,10,Male
2194,32,47,59,Male
2195,50,16,90,Female
2196,24,32,55,Female
2197,29,98,20,Female
2198,66,49,81,Female
2199,47,128,17,Female
2200,38,124,68,Male
2201,48,102,5,Female
2202,41,86,60,Female
2203,37,139,23,Male
2204,54,44,46,Male
2205,21,67,52,Male
2206,45,101,10,Female
2207,61,27,46,Male
2208,37,54,28,Female
2209,41,103,97,Male
2210,67,82,43,Female
2211,66,56,26,Female
2212,68,108,55,Female
2213,49,33,48,Female
2214,58,37,29,Male
2215,53,68,27,Male
2216,70,79,18,Female
2217,51,38,60,Male
2218,53,48,74,Female
2219,19,67,69,Male
2220,32,150,74,Male
2221,51,32,21,Female
2222,53,71,24,Female
2223,23,126,3,Male
2224,56,19,95,Female
2225,59,27,62,Male
2226,68,97,2,Male
2227,68,43,66,Male
2228,29,17,42,Female
2229,20,104,34,Female
2230,62,118,42,Male
2231,35,137,20,Female
2232,57,90,97,Female
2233,38,144,68,Male
2234,32,122,45,Female
2235,50,96,75,Female
2236,52,91,42,Male
2237,43,16,47,Female
2238,25,141,5,Male
2239,53,149,89,Female
2240,65,40,49,Female
2241,47,102,37,Male
2242,40,30,34,Male
2243,59,87,73,Female
2244,61,46,70,Male
2245,31,29,18,Male
2246,31,19,78,Female
2247,19,88,19,Male
2248,54,66,78,Female
2249,22,91,40,Female
2250,55,124,17,Male
2251,62,120,60,Female
2252,58,141,99,Male
2253,64,21,93,Female
2254,31,54,42,Male
2255,56,113,81,Male
2256,42,99,72,Female
2257,37,79,65,Male
2258,19,146,53,Male
2259,56,25,100,Male
2260,23,122,7,Female
2261,34,40,5,Female
2262,42,99,24,Male
2263,45,137,28,Male
2264,19,82,62,Female
2265,52,118,17,Female
2266,54,94,20,Female
2267,22,67,3,Male
2268,18,120,37,Female
2269,57,58,90,Male
2270,29,104,15,Female
2271,53,115,51,Male
2272,62,111,48,Female
2273,40,23,8,Male
2274,64,26,13,Female
2275,48,83,48,Female
2276,28,42,3,Male
2277,27,70,65,Female
2278,20,113,73,Female
2279,31,124,31,Female
2280,33,91,26,Female
2281,27,117,81,Male
2282,46,120,56,Male
2283,27,123,34,Female
2284,29,126,9,Male
2285,47,72,62,Male
2286,58,92,13,Male
2287,18,89,69,Male
2288,22,56,41,Male
2289,37,82,77,Female
2290,25,47,1,Male
2291,60,85,89,Female
2292,29,70,47,Male
2293,18,119,4,Female
2294,37,115,100,Female
2295,45,65,63,Female
2296,60,88,52,Male
2297,54,135,10,Male
2298,64,19,28,Female
2299,54,97,6,Female
2300,29,65,27,Male
2301,54,24,12,Male
2302,66,18,62,Female
2303,66,109,52,Male
2304,61,94,48,Male
2305,45,50,67,Male
2306,64,39,46,Male
2307,32,112,97,Male
2308,23,115,74,Male
2309,61,23,95,Female
2310,37,75,15,Female
2311,67,67,71,Female
2312,31,77,36,Female
2313,19,135,14,Female
2314,26,119,78,Female
2315,54,18,3,Male
2316,37,107,67,Male
2317,43,42,86,Female
2318,46,94,19,Female
2319,18,90,99,Female
2320,52,130,76,Male
2321,23,83,54,Male
2322,54,112,69,Male
2323,70,15,10,Male
2324,22,110,33,Female
2325,50,31,13,Female
2326,66,126,99,Female
2327,68,105,51,Female
2328,31,102,32,Male
2329,29,104,75,Male
2330,59,63,24,Female
2331,37,52,35,Male
2332,70,146,83,Male
2333,67,73,70,Male
2334,41,82,40,Male
2335,60,144,54,Female
2336,51,63,44,Male
2337,42,140,62,Female
2338,67,125,99,Male
2339,46,62,68,Male
2340,56,65,33,Female
2341,48,57,77,Female
2342,64,112,56,Male
2343,60,138,36,Male
2344,67,94,54,Female
2345,40,125,19,Male
2346,61,41,43,Male
2347,55,127,12,Female
2348,37,100,11,Male
2349,40,128,70,Male
2350,62,138,12,Male
2351,69,63,91,Male
2352,33,90,41,Male
2353,67,69,25,Female
2354,59,70,3,Male
2355,25,109,3,Female
2356,67,58,84,Female
2357,38,101,28,Male
2358,18,98,23,Female
2359,25,30,48,Male
2360,46,51,67,Female
2361,49,91,42,Female
2362,55,59,88,Female
2363,22,76,40,Male
2364,64,114,6,Female
2365,39,66,20,Female
2366,64,33,11,Female
2367,51,123,96,Male
2368,18,58,27,Male
2369,43,21,21,Female
2370,60,131,13,Female
2371,27,82,86,Female
2372,47,48,35,Female
2373,67,83,47,Male
2374,35,69,86,Male
2375,34,24,28,Male
2376,43,56,21,Female
2377,25,55,18,Male
2378,64,136,31,Female
2379,57,24,60,Female
2380,66,116,37,Female
2381,29,142,21,Male
2382,44,150,14,Female
2383,25,106,89,Male
2384,42,127,91,Female
2385,63,92,60,Male
2386,21,99,23,Female
2387,50,44,95,Male
2388,18,63,29,Female
2389,36,23,47,Male
2390,48,83,30,Female
2391,33,72,90,Female
2392,31,76,84,Female
2393,70,66,38,Male
2394,65,54,83,Female
2395,22,77,27,Female
2396,58,64,89,Female
2397,43,92,87,Male
2398,45,111,93,Female
2399,19,57,15,Female
2400,67,50,59,Male
2401,23,136,3,Female
2402,26,122,10,Male
2403,50,24,79,Female
2404,58,109,80,Male
2405,42,20,17,Male
2406,65,71,83,Male
2407,30,143,11,Female
2408,26,85,48,Female
